Source;Agence;Réseau;Adresse;Adresse2;CP;VILLE;E-mail;TEL;FAX;WEB;;;;
NDV;GR TOURISME;(Afat);30, rue d'Armaillé;;75017;PARIS;grtourisme@wanadoo.fr;01 47 53 89 21;01 45 55 42 61;www.grtourisme.com;;;;
NDV;EUROPE INCOMING FRANCE;;30, rue de Charonne;;75011;PARIS;marina.cuende@europe-incoming.com;01 53 06 33 52;01 53 06 33 54;www.europeincoming.com;;;;
NDV;Scandinavian Incoming;;30, rue de France;;06000;NICE;virginie.charles@scancoming.net;04 92 07 13 19;04 92 07 14 66;www.scancoming.com;;;;
NDV;C.I.T.S. FRANCE;;30, rue de Gramont;;75002;PARIS;info@citsfrance.com;01 42 86 88 66;01 42 86 88 61;www.citsfrance.com;;;;
NDV;Découverte et Loisirs;;30, rue de la Halle;;46200;SOUILLAC;contact@decouverte-loisirs.com;05 65 37 19 00;05 65 37 19 01;www.decouverte-loisirs.com;;;;
NDV;Ginhoux Voyages;;30, rue de la Madeleine;;30000;NIMES;nimes@ginhoux.com;04 66 36 00 60;04 66 36 00 62;www.ginhoux.com;;;;
NDV;TAITBOUT VOYAGES;;30, rue de Paradis;;75010;PARIS;c.de.langsdorff@taitbout-voyages.fr;01 56 03 56 45;01 56 03 56 71;www.boutique-croisieres.fr;;;;
NDV;Carlson Wagonlit Voyages;;30, rue du Lieutenant Colonel Maury;;56000;VANNES;ag.ltvannes@carlsonwagonlit.fr;0 826 825 526;0 826 825 626;;;;;
NDV;Astraltour;(Manor);30, rue du Moutier;;93300;AUBERVILLIERS;astraltour@wanadoo.fr;01 48 11 11 00;01 48 33 03 47;www.astraltour.fr;;;;
NDV;Action Première;;30, rue Edith Cavell;;92400;COURBEVOIE;a.beucher@action-premiere.com;01 56 37 03 03;01 56 37 03 00;www.action-premiere.com;;;;
NDV;Tourinter;(Selectour);30, rue Ferrandière;;69002;LYON;ferrandiere@tourinter-voyages.com;04 72 56 44 44;04 72 56 44 43;;;;;
NDV;Conseil Voyage Aquitaine;(Afat);30, rue Judaïque;;33000;BORDEAUX;cva.bordeaux@afatvoyages.fr;05 56 44 06 75;05 56 52 36 02;;;;;
NDV;VIP TOURS;;30, rue Legendre;;75017;PARIS;monceauvip@wanadoo.fr;01 43 18 24 20;01 43 18 24 24;;;;;
NDV;Azeva Voyages;;30, rue Masséna;;69006;LYON;info@azeva.fr;04 72 82 06 06;04 72 82 06 07;www.azeva.fr;;;;
NDV;Havas Voyages/Prêt à Partir;;30, rue Mercy;;54400;LONGWY;longwy@pretapartir.fr;03 82 39 53 00;03 82 39 53 08;www.pretapartir.fr;;;;
NDV;Place Voyages;(Afat);30, rue Nouvelle-Hollande;;59300;VALENCIENNES;agence@placevoyages.com;03 27 29 12 12;03 27 41 60 95;;;;;
NDV;Berthelet Voyages/Ambassade Fram;(Afat);30, rue Pasteur;;01150;LAGNIEU;berthelet-voyages-lagnieu@berthelet.fr;04 37 61 17 75;04 74 40 12 35;;;;;
NDV;Perigord Welcome;;30, rue Romaine;;24000;PERIGUEUX;perigord.welcome@wanadoo.fr;05 53 54 89 15;05 53 54 89 20;www.perigord-welcome.com;;;;
NDV;CARRERA VOYAGES;(Afat);30, rue Saint Lazare;;75009;PARIS;aschriqui.carrera-voyages@wanadoo.fr;01 42 27 65 07;01 47 63 21 32;;;;;
NDV;I.L.S. VOYAGES;;30, rue St-Lazare;;75009;PARIS;info@ils-voyages.com;01 45 26 92 64;01 45 26 08 64;;;;;
NDV;Armonia Evenements/Nuages Blancs;;30, rue Troyon;;92310;SEVRES;agence@nuagesblancs.com;01 72 29 50 50;01 72 29 50 00;www.nuagesblancs.com;;;;
NDV;ABM VOYAGES;;30, rue Volta;;75003;PARIS;asieland@asieland.fr;01 53 01 99 88;01 48 87 78 08;;;;;
NDV;SILVER VOYAGES;(Manor);30, rue Washington;;75008;PARIS;silvervoyages@wanadoo.fr;01 45 63 13 00;01 45 63 71 00;www.silvervoyages.fr;;;;
NDV;Run Voyages;(Tourcom);300, rue du Lycée;;97440;SAINT-ANDRE;runstandre@run-voyages.com;02 62 21 07 11;02 62 21 07 11;;;;;
NDV;Voyages Larronde;(Tourcom);306, rue de l'Industrie;;40220;TARNOS;voyages-larronde@basque-bondissant.com;05 59 64 71 38;05 59 64 85 31;;;;;
NDV;SEXTANT VOYAGES;(Selectour);307, rue de Vaugirard;;75015;PARIS;sextant-voyages@selectour.com;01 45 33 43 43;01 48 28 31 74;;;;;
NDV;Arc en Ciel Voyages;;309, rue Jean-Jaurès;;83100;TOULON;aecvoyages@free.fr;04 94 09 30 43;04 94 91 11 98;;;;;
NDV;JANCARTHIER VOYAGES;(Manor);31 bis, rue Linné;;75005;PARIS;jussieu@jancarthier.fr;01 44 08 71 23;01 44 08 71 25;;;;;
NDV;Nouvelles Frontières;;31, allées de Tourny;;33000;BORDEAUX;bordeaux-tourny.nf@nouvelles-frontieres.fr;05 56 79 65 85;05 56 79 06 87;;;;;
NDV;Thomas Cook Voyages;;31, av. de Longueil;;78600;MAISONS LAFFITTE;maisons.laffitte@thomascook.fr;01 34 93 52 20;01 34 93 52 29;www.thomascook.fr;;;;
NDV;Sud Autocars Travel;;31, av. du Port;34540 Balaruc-les-Bains;34200;SETE;sud.autocars@wanadoo.fr;04 67 48 50 13;04 67 43 14 10;;;;;
NDV;Astraltour/Jet Tours;(Manor);31, av. Foch;;93360;NEUILLY PLAISANCE;astraltour2@wanadoo.fr;01 41 54 16 16;01 43 00 02 87;;;;;
NDV;Apodis Voyages;(Afat);31, av. Jean-Jaurès;;69007;LYON;apodis@afatvoyages.fr;04 78 72 92 75;04 78 72 68 48;;;;;
NDV;Wasteels Voyages/Thomas Cook Voyages;;31, av. P.V. Couturier;;94400;VITRY-SUR-SEINE;vitry@wasteels.fr;01 46 80 36 75;01 46 81 02 85;www.wasteels.fr;;;;
NDV;Atea Voyages;(Selectour);31, bd de la République;;35400;SAINT-MALO;ateavoyages-stmalo@selectour.com;02 99 19 93 81;02 99 19 48 00;www.atea-voyages.fr;;;;
NDV;A.J. VOYAGES;;31, bd de la Villette;;75010;PARIS;aj-paris10@selectour.com;01 42 06 98 42;01 42 03 68 34;;;;;
NDV;Socoa Voyages;(Afat);31, bd Thiers;;64500;SAINT-JEAN-DE-LUZ;socoa@afatvoyages.fr;05 59 08 00 70;05 59 08 00 79;www.socoavoyages.fr;;;;
NDV;Mery Voyages;(Selectour);31, cours de Berteuil;;84600;VALREAS;mery-valreas@selectour.com;04 90 35 21 03;04 90 35 59 54;;;;;
NDV;Thomas Cook Voyages;;31, cours F. Roosevelt;;69006;LYON;lyon.roosevelt@thomascook.fr;04 78 17 33 77;04 78 94 33 40;;;;;
NDV;Voyages Paris Normandie/Jet Tours;(Manor);31, place de la République;;14100;LISIEUX;vpnlisieux@vpn.fr;02 31 31 02 88;02 31 31 06 81;www.voyagesparisnormandie.com;;;;
NDV;Pyrène Voyages;(Afat);31, place de Verdun;;11400;CASTELNAUDARY;pyrene-castelnaudary@afatvoyages.fr;04 68 94 09 08;04 68 94 09 41;www.pyrenevoyages.com;;;;
NDV;Carlson Wagonlit Voyages;;31, place du Champs de Mars;;71400;AUTUN;ag.ltautun@carlsonwagonlit.fr;03 85 52 48 79;03 85 52 33 18;;;;;
NDV;Voyages Bertolami;(Tourcom);31, place du Général-Leclerc;;26000;VALENCE;voyages@bertolami.fr;04 75 42 86 00;04 75 43 78 04;;;;;
NDV;Est Voyages/CWV;;31, place Reggio;;55000;BAR-LE-DUC;ag.ltbarleduc@carlsonwagonlit.fr;0 826 825 700;0 826 825 800;;;;;
NDV;ACTUELS VOYAGES/THOMAS COOK VOYAGES;;31, quai des Grands Augustins;;75006;PARIS;b.voyages@thomascookfr.com;01 43 29 35 50;01 43 25 18 92;;;;;
NDV;Gif Evasion;(Afat);31, rue A. Pécard;;91190;GIF-SUR-YVETTE;info@gifevasion-afat.com;01 69 07 24 33;01 69 07 32 03;;;;;
NDV;Skippage Affaires Voyages;;31, rue Alfred Riom;;44000;NANTES;contact@skippage.com;02 40 08 97 97;02 40 08 97 98;www.skippage.com;;;;
NDV;AIDA VOYAGES;(Afat);31, rue Boissière (Service Groupes);;75016;PARIS;;01 53 70 08 70;01 53 70 08 79;;;;;
NDV;AU COEUR DU MONDE;;31, rue Bonaparte;;75006;PARIS;resa@aucoeurdumonde.fr;01 53 63 84 40;01 53 63 84 44;www.aucoeurdumonde.fr;;;;
NDV;Tholance Voyages/Thomas Cook Voyages;;31, rue Carnot;;74800;ROCHE SUR FORON (LA);tholance-voyages-laroche@thomascook.fr;04 50 03 02 62;04 50 97 75 25;;;;;
NDV;ACTA Voyages/CWV;;31, rue d'Aiguillon;;29200;BREST;ag.ltbrest.aiguillon@carlsonwagonlit.fr;02 98 46 88 20;02 98 46 92 75;;;;;
NDV;AGENCE L'HOTEL;;31, rue de Bellefond;;75009;PARIS;lhotelparis@prat.com;01 44 69 15 00;01 44 69 15 35;www.anjajavy.com;;;;
NDV;Galeries Lafayette Voyages;;31, rue de Béthune;;59000;LILLE;ccontant@galerieslafayette.com;03 28 52 45 16;03 28 52 45 75;;;;;
NDV;Gyga Voyages;(Selectour);31, rue de Jemmapes;;57100;THIONVILLE;gygavoyages.th@wanadoo.fr;03 82 53 10 10;03 82 53 04 90;;;;;
NDV;Richou Voyages;(Tourcom);31, rue de la Paix;;53000;LAVAL;laval@richou.fr;02 43 56 05 07;02 43 49 89 44;www.richou.fr;;;;
NDV;Terres d'Aventure;;31, rue de la Parcheminerie;;35000;RENNES;rennes@terdav.com;0 825 847 800;02 99 78 83 74;;;;;
NDV;Voyageurs du Monde;;31, rue de la Parcheminerie;;35000;RENNES;rennes@vdm.com;0 892 230 530;02 99 79 10 00;www.vdm.com;;;;
NDV;E. Leclerc Voyages;;31, rue de Lunesse;;16000;ANGOULEME;angouleme@leclercvoyages.com;05 45 69 64 66;05 45 94 71 52;www.leclercvoyages.com;;;;
NDV;Perier Voyages/Ambassade Fram;;31, rue des Martyrs;;76500;ELBEUF;elbeuf@perier-voyages.com;02 35 77 79 71;02 35 78 88 59;www.cars-perier-voyages.fr;;;;
NDV;PRV;;31, rue du Connétable;;60500;CHANTILLY;playe.prv@wanadoo.fr;03 44 58 24 34;03 44 57 36 90;;;;;
NDV;Club Med Voyages;;31, rue Houdan;;92330;SCEAUX;christine.chatelain@clubmed.com;01 41 87 90 70;01 41 87 90 75;www.clubmed.com;;;;
NDV;Nouvelles Frontières;;31, rue Lamartine;;97200;FORT-DE-FRANCE;fortdefrance.nf@nouvelles-frontieres.fr;05 96 70 74 30;05 96 70 76 42/43;www.nouvelles-frontieres.fr;;;;
NDV;CARLSON WAGONLIT VOYAGES;;31, rue Marbeuf;;75008;PARIS;ag.ltparis.marbeuf@carlsonwagonlit.fr;0 826 825 468;0 826 825 568;;;;;
NDV;Les Baladins/Jet Tours;(Afat);31, rue Neuve St-Jean;;14000;CAEN;baladins-voyages@wanadoo.fr;02 31 85 43 63;02 31 50 33 13;;;;;
NDV;CWV/Sov;;31, rue René Goscinny;;16000;ANGOULEME;ag.ltangouleme@carlsonwagonlit.fr;0 826 825 641;0 826 825 741;;;;;
NDV;Est Voyages/CWV;;31, rue Thiers;;88100;SAINT-DIE;ag.ltstdie@carlsonwagonlit.fr;0 826 825 710;0 826 825 810;;;;;
NDV;Atea Voyages;(Selectour);31, rue Tronjolly;;35000;RENNES;ateavoyages-tronjolly@selectour.com;02 99 31 89 44;0 820 20 70 78;;;;;
NDV;Lille International Travel;;310, bd Clémenceau;;59700;MARCQ-EN-BAROEUL;convention@lilletravel.com;03 20 98 25 25;03 20 98 25 35;www.lilletravel.com;;;;
NDV;Marine Voyages/Club Med Voyages;;310, rue Jean Jaurès;;83100;TOULON;jacques.desideri@clubmed.com;04 94 24 81 81;04 94 24 80 24;;;;;
NDV;URANIE VOYAGES;;311, rue de Charenton;;75012;PARIS;charenton@uranie-voyages.com;01 43 44 98 98;01 43 44 96 41;;;;;
NDV;Midi Libre Voyages/CWV;;312, cours Jean Monnet;;30000;NIMES;ag.ltnimes.villeactive@carlsonwagonlit.fr;0 826 825 327;0 826 825 427;;;;;
NDV;Institutionnel Voyages;;3-13, rue Blondel;;92400;COURBEVOIE;;01 41 16 52 52;01 41 16 54 54;www.connectfactory.com;;;;
NDV;NOUVELLES FRONTIERES;;313, rue de Vaugirard;;75015;PARIS;paris-convention.nf@nouvelles-frontieres.fr;01 56 08 19 93;01 56 08 13 48;;;;;
NDV;Stimlive Travel;;31-33, rue Jean Jaurès;;92800;PUTEAUX;;01 42 04 30 92;01 41 38 29 36;;;;;
NDV;CULTURES;;31-37, rue Gazan;;75014;PARIS;cultures@wanadoo.fr;01 45 88 54 87;01 45 88 54 87;;;;;
NDV;Voyages Bacarrere;;315, route de St-Sever;;40250;SOUPROSSE;bacarrere@wanadoo.fr;05 58 44 25 33;05 58 44 25 36;www.voyages-bacarrere.com;;;;
NDV;VOYAGES VIGNON;;32 , rue Vignon;;75009;PARIS;jiscparis@wanadoo.fr;01 42 68 06 59;01 42 65 24 28;;;;;
NDV;Ere Voyages;(Tourcom);32 bis, rue Louis Talamoni;;94500;CHAMPIGNY;espacepro@erevoyages.com;01 47 06 10 80;01 47 06 10 79;www.erevoyages.com;;;;
NDV;Neuilly Voyages 93/Thomas Cook Voyages;;32, av. du Château;;94300;VINCENNES;neuillyvoyages94@orange-business.fr;01 41 74 11 91;01 41 74 98 78;;;;;
NDV;Thomas Cook Voyages;;32, av. du Général-de-Gaulle;;94160;SAINT-MANDE;saint.mande@thomascook.fr;01 43 98 89 60;01 43 98 89 65;www.thomascook.fr;;;;
NDV;Voyages Landes/Ambassade Fram;;32, bd de Guizard;;12500;ESPALION;landes@triangle-voyages.com;05 65 51 17 00;05 65 48 20 26;www.triangle-voyages.com;;;;
NDV;Bleu Voyages;(Selectour);32, bd de la République;;38200;VIENNE;bleuvoyages-vienne@selectour.com;04 74 85 69 26;04 74 78 02 07;;;;;
NDV;Garcia Voyages;;32, bd Gambetta;;11100;NARBONNE;garcia.voyages@wanadoo.fr;04 68 65 83 22;04 68 65 83 24;;;;;
NDV;ISLES PRESTIGE TRAVEL;;32, bd Saint Marcel;;75005;PARIS;voyages@isles-prestige.com;01 43 31 41 28;01 43 31 40 76;www.isles-prestige.com;;;;
NDV;Corse Itinéraires;(Afat);32, cours Napoléon;;20000;AJACCIO;jjbessiere@corse-itineraires.fr;04 95 51 60 51;04 95 51 60 50;www.corse-intineraires.fr;;;;
NDV;Escapades Rollo;;32, Grande Rue;;50530;SARTILLY;eric@voyages-rollo.com;02 33 48 80 09;02 33 48 84 70;;;;;
NDV;Darbier Voyages;(Tourcom);32, place de la République;;45200;MONTARGIS;montargis@darbier.com;02 38 85 07 13;02 38 89 07 54;www.darbier.com;;;;
NDV;Vence Voyages;(Selectour);32, place du Grand Jardin;;06140;VENCE;vence@selectour.com;04 93 58 31 62;04 93 58 41 70;;;;;
NDV;SILC;(Séjours Int. Linguistiques et Culturels);32, Rempart de l'Est;;16000;ANGOULEME;contact@silc.fr;05 45 97 41 00;05 45 97 41 42;www.silc.fr;;;;
NDV;Annamtours Voyages;;32, route d'Espagne;;31000;TOULOUSE;contact@annamtours-voyages.com;05 47 74 75 74;05 47 74 75 73;www.annamtours-voyages.com;;;;
NDV;VAM Sopatour;;32, rue Achille René Boisneuf;;97110;POINTE-A-PITRE;ppommez@vamvoyages.net;05 90 82 30 52;05 90 82 31 38;;;;;
NDV;MS Voyages;(Manor);32, rue Carnot;;05000;GAP;ms@msvoyages.com;04 92 52 47 00;04 92 52 57 77;;;;;
NDV;Club Voyages;;32, rue Chasles;;78120;RAMBOUILLET;rambouillet@clubvoyages.com;01 34 83 23 71;01 34 83 37 06;www.club-voyages.fr;;;;
NDV;Sport Aventure Voyages;;32, rue Comboire;;38130;ECHIROLLES;fred@sport-aventure.fr;04 76 63 38 00;04 76 63 17 52;;;;;
NDV;Atem Voyages;;32, rue de Châteaudun;;94200;IVRY-SUR-SEINE;atem@atemvoyages.com;01 46 70 11 90;01 46 70 39 80;www.atemvoyages.com;;;;
NDV;Wasteels Voyages/Thomas Cook Voyages;;32, rue de l'Hôtel des Postes;;06000;NICE;nice@wasteels.fr;04 93 13 61 40;04 93 92 06 92;;;;;
NDV;Club Voyages;;32, rue de Montreuil;;94300;VINCENNES;vincennes@clubvoyages.com;01 43 28 43 09;01 43 65 38 54;www.club-voyages.fr;;;;
NDV;Pressense Voyages;(Afat);32, rue de Pressense;;13001;MARSEILLE;pressense-voyages@wanadoo.fr;04 91 91 27 94;04 91 91 01 31;;;;;
NDV;VOYAGES PARIS NORMANDIE;(Manor);32, rue de Provence;;75009;PARIS;vpnparis@vpn.fr;01 53 25 20 20;01 53 25 20 10;;;;;
NDV;CARRE BLEU VOYAGES/JANCARTHIER VOYAGES;(Manor);32, rue des Rosiers;;75004;PARIS;rosiers@jancarthier.fr;01 42 71 97 07;01 48 04 80 06;;;;;
NDV;Thomas Cook Voyages;;32, rue du Calvaire;;44000;NANTES;nantes.delorme@thomascook.fr;02 40 89 91 40;02 40 89 50 83;;;;;
NDV;Simplon Voyages;(Tourcom);32, rue du Change;;41100;VENDOME;vendome@simplon.fr;02 54 80 25 13;02 54 73 91 04;www.simplonvoyages.com;;;;
NDV;Salaün Holidays;;32, rue du Portail-Louis;;49400;SAUMUR;saumur@salaun-holidays.com;02 41 51 35 55;02 41 51 08 37;;;;;
NDV;CARRE BLEU VOYAGES/JANCARTHIER VOYAGES;(Manor);32, rue Faidherbe;;75011;PARIS;faidherbe@jancarthier.fr;01 43 67 33 33;01 43 67 71 71;;;;;
NDV;TRANSCONSEILS VOYAGES;;32, rue Le Peletier;;75009;PARIS;transconseils@aol.com;01 45 26 33 18;;www.transconseils.com;;;;
NDV;Réserver;(Selectour);32, rue Louis Rouquier;;92300;LEVALLOIS;reserver-voyages@selectour.com;01 41 49 07 07;01 41 49 07 08;;;;;
NDV;Transversales;;32, rue Réaumur;;17000;ROCHELLE (LA);info@transversales.fr;05 46 55 44 33;05 46 44 98 02;www.transversales.fr;;;;
NDV;Ventoux Voyages/Ambassade Fram;;32, rue René Cassin;;84170;MONTEUX;amelie.v@ventoux-voyages.fr;04 90 29 63 57;04 90 29 66 32;;;;;
NDV;Voyages Paris Normandie;(Manor);32, rue Thiers;;27130;VERNEUIL-SUR-AVRE;vpnverneuil@vpn.fr;02 32 32 05 45;02 32 32 68 39;www.voyagesparisnormandie.com;;;;
NDV;OVP/Jet Tours;(Selectour);32, rue Victor Bash;;01000;BOURG-EN-BRESSE;jet-tours-bourg@ovp.fr;04 74 24 62 35;04 74 24 61 86;;;;;
NDV;Carlson Wagonlit Voyages/Faure Tourisme;;321, av. Berthelot;;69008;LYON;bachut@faure-tourisme.fr;04 72 78 85 50;04 78 01 46 12;;;;;
NDV;Médoc Voyages;(Tourcom);328, av. Mal de Lattre de Tassigny;;33200;BORDEAUX-CAUDERAN;medoc-voyages@wanadoo.fr;05 57 22 10 93;05 57 22 11 09;www.medoc-voyages.com;;;;
NDV;PARIS ETOILE VOYAGE;;33 , rue de l'Assomption;;75016;PARIS;etoile.voyage@wanadoo.fr;01 45 25 64 80;01 45 24 55 95;;;;;
NDV;Galeries Lafayette Voyages;;33 à 45, rue de Vesle;;51100;REIMS;ayoriatti@carlsonwagonlit.fr;03 26 91 61 56;03 26 91 61 64;;;;;
NDV;MARINAT VOYAGES;(Tourcom);33 bd de Latour-Maubourg;;75007;PARIS;voyages7@marinat.com;01 47 53 94 94;01 47 53 86 46;;;;;
NDV;Euro Mop Voyages;(Afat);33 bis, rue Jean-Jaurès;;31190;AUTERIVE;euromopvoyages@wanadoo.fr;05 61 50 55 55;05 61 50 03 34;;;;;
NDV;MAGICLUB VOYAGES;(Afat);33 bis, rue Saint-Amand;;75015;PARIS;info@magiclub.com;01 48 56 20 00;01 48 56 16 72;www.magiclub.com;;;;
NDV;Voyages 77/Jet Tours;(Tourcom);33, av. Charles Rouxel;;77340;PONTAULT-COMBAULT;voyages.77@wanadoo.fr;01 60 28 42 36;01 64 43 95 45;;;;;
NDV;Mesnil Voyages/Thomas Cook Voyages;;33, av. de la Division Leclerc;;78210;SAINT-CYR-L'ECOLE;reussite.cyr@thomascookfr.com;01 34 60 29 36;01 34 60 28 18;;;;;
NDV;EURASIA TOURS;;33, av. des Champs Elysées;;75008;PARIS;contact@eurasiatours.fr;01 56 69 12 80;01 42 89 16 25;www.eurasiatours.fr;;;;
NDV;Agence de Boüard;(Selectour);33, av. du Général de Gaulle;;44600;SAINT-NAZAIRE;debouard-stnazaire@selectour.com;02 40 22 29 41;02 40 66 07 67;www.selectour-debouard.com;;;;
NDV;Vikings Voyages;;33, av. Victor-Hugo;;14100;LISIEUX;resavik@wanadoo.fr;02 31 48 58 58;02 31 48 58 50;;;;;
NDV;VOYAGES FEELING;(Manor);33, bd de Courcelles;;75008;PARIS;feeling@voyages-feeling.fr;01 44 69 86 86;01 45 62 29 74;www.voyages-feeling.fr;;;;
NDV;Saint Nom La Bretèche Voyages/Jet Tours;;33, bd Fernand Hostachy;;78290;CROISSY SUR SEINE;croissy.voyages@vianeo.com;01 30 15 06 06;01 30 15 06 02;;;;;
NDV;Jollivet Voyages;(Afat);33, bd Magenta;;35000;RENNES;magenta@voyages-jollivet.com;02 99 30 65 44;02 99 31 31 98;;;;;
NDV;Tournor/Thomas Cook Voyages;;33, Grande Rue (Affaires);;59100;ROUBAIX;tournor@tournor.fr;03 20 47 03 51;03 20 67 04 30;;;;;
NDV;Havas Voyages/Prêt à Partir;;33, place de la République;;51000;CHALONS-EN-CHAMPAGNE;chalons@pretapartir.fr;03 26 68 00 61;03 26 21 49 63;;;;;
NDV;Bleu Voyages;(Selectour);33, place des Pavillons;;69007;LYON;bleuvoyages-gerlandtourisme@selectour.com;04 78 69 27 58;04 78 69 48 72;;;;;
NDV;Thomas Cook Voyages;;33, place du Maréchal Leclerc;;86000;POITIERS;poitiers@thomascook.fr;05 49 30 33 83;05 49 30 33 74;www.thomascook.fr;;;;
NDV;FRANCE TOURISME;;33, quai des Grands Augustins;;75006;PARIS;info@francetourisme.fr;01 53 10 35 35;01 53 10 35 36;www.francetourisme.fr;;;;
NDV;ETC;(Export Travel Conseil) (Afat);33, rue d'Aguesseau;;92100;BOULOGNE BILLANCOURT;etc@afatvoyages.fr;01 46 05 80 70;01 46 05 38 21;;;;;
NDV;Omni Voyages;(Afat);33, rue de la Paroisse;;78000;VERSAILLES;omniv@free.fr;01 39 50 21 17;01 39 53 36 83;;;;;
NDV;Passion Côte Basque Int.;;33, rue de Madrid;;64200;BIARRITZ;contact@passion-cote-basque.com;05 59 24 36 05;05 59 24 14 76;www.passion-cote-basque.com;;;;
NDV;ETL Voyages;;33, rue des Tanneries;;87000;LIMOGES;e.t.l.v@wanadoo.fr;05 55 32 57 50;05 55 32 57 41;www.galaxy-voyages.com;;;;
NDV;Couleurs du Monde;(Afat);33, rue d'Ormesson;;06110;CANNET (LE);cecile@couleurs-du-monde.fr;04 93 99 99 18;04 93 68 61 56;;;;;
NDV;VIP Voyages;;33, rue du Comté;;32000;AUCH;vip.voyages@wanadoo.fr;05 62 05 68 63;05 62 05 93 11;www.vip-voyages.com;;;;
NDV;PERIPLES LOINTAINS;;33, rue du Fg Montmartre;;75009;PARIS;agence@periples-lointains.fr;01 53 24 66 88;01 48 01 08 00;www.periples-lointains.fr;;;;
NDV;Uranie Voyages;;33, rue du Général-de-Gaulle;;94510;QUEUE-EN-BRIE (LA);q.brie@uranie-voyages.com;01 45 94 44 88;01 45 94 48 05;www.uranie-voyages.com;;;;
NDV;Thomas Cook Voyages;;33, rue du Neufbourg;;50000;SAINT-LO;saint.lo.neufbourg@thomascook.fr;02 33 56 65 65;02 33 56 69 69;www.thomascook.fr;;;;
NDV;Bressuire Voyages/Voyages Bertrand/Ambassade Fram;;33, rue Gambetta;;79300;BRESSUIRE;bressuire.voyages@fr.oleane.com;05 49 74 32 15;05 49 74 66 03;;;;;
NDV;Richou Voyages;(Tourcom);33, rue Gargoulleau;;17000;ROCHELLE (LA);larochelle@richou.fr;05 46 55 15 55;05 46 55 15 56;www.richou.fr;;;;
NDV;Thomas Cook Voyages;;33, rue Jean Macé;;29200;BREST;brest@thomascook.fr;02 98 80 05 43;02 98 44 18 37;www.thomascook.fr;;;;
NDV;Art Accueil Voyages;(Afat);33, rue Larrey;;65000;TARBES;artaccueilvoyages@wanadoo.fr;05 62 93 62 93;05 62 93 69 09;;;;;
NDV;Lepante Voyages;(Tourcom);33, rue Lepante;;06000;NICE;lepante-voyages@wanadoo.fr;04 93 80 10 12;04 93 80 00 26;;;;;
NDV;Arian Tours;;33, rue Louis Rolland;;92120;MONTROUGE;info@arian-tours.com;01 47 35 32 64;01 47 35 32 64;www.arian-tours.com;;;;
NDV;Fram Voyages;;33, rue Paul Vaillant Couturier;;95100;ARGENTEUIL;agence.argenteuil@fram.fr;0 826 46 61 79;01 30 76 73 22;;;;;
NDV;Salaün Holidays;;33, rue Poterie;;35500;VITRE;vitre@salaun-holidays.com;02 23 55 15 20;02 99 74 76 50;www.salaun-holidays.com;;;;
NDV;Central Tour;;33, rue Saint-Jacques;;76200;DIEPPE;centraltour.dieppe@wanadoo.fr;02 32 14 41 75;02 32 14 41 76;;;;;
NDV;TSARA VOYAGES;;33, rue Truffaut;;75017;PARIS;infos@tsaravoyages.com;01 42 93 55 07;01 42 93 51 46;www.tsaravoyages.com;;;;
NDV;Jancarthier Voyages;(Manor);33, rue Victor Hugo;;69002;LYON;lyon2@jancarthier.fr;04 72 77 81 91;04 72 77 81 99;;;;;
NDV;QUIZTOUR;;33/35, rue de Chazelles;;75017;PARIS;alterego@quiz-site.com;01 56 79 22 40;01 56 79 07 17;www.quiz-site.com;;;;
NDV;STS Séjours Linguistiques;;33/35, rue Faidherbe;;59000;LILLE;sejours.linguistiques@sts.fr;03 28 36 27 27;03 28 36 27 28;www.sts.fr;;;;
NDV;Differences Voyages;;33-35, rue Ledru Rollin;;94200;IVRY-SUR-SEINE;michel@differences.fr;01 56 20 02 02;01 56 20 02 00;;;;;
NDV;Gyga Voyages;(Selectour);337, rue de Metz;;57300;MONDELANGE;mondelange@gygavoyages.fr;03 87 70 88 40;03 87 70 88 48;;;;;
NDV;Loire Océan Voyages/Ambassade Fram;;34 bis, bd de l'Egalité;;85800;SAINT-GILLES-CROIX-DE-VIE;loire-ocean.gilles85@orange.fr;02 28 10 04 00;02 28 10 03 40;;;;;
NDV;EUROLAND;;34 bis, rue Vignon;;75009;PARIS;euroland@euroland-its.com;01 42 66 26 96;01 42 66 12 34;www.euroland-its.com;;;;
NDV;Antony 'M Voyages;;34, av. de la Division Leclerc;;92160;ANTONY;amv@antonymvoyages.fr;01 40 96 93 13;01 40 96 08 39;;;;;
NDV;Annemasse Voyages/Ambassade Ailleurs Voyages;(Afat);34, av. de la Gare;;74100;ANNEMASSE;annemasse.voyages@wanadoo.fr;04 50 92 74 74;04 50 37 29 13;www.annemasse-voyages.fr;;;;
NDV;Ludovic Tourisme;(Manor);34, av. de la République;;06000;NICE;republique@jancarthier.fr;04 92 04 94 04;04 93 55 27 47;;;;;
NDV;Nouvelles Frontières;;34, av. de la République;;44600;SAINT-NAZAIRE;stnazaire.nf@nouvelles-frontieres.fr;02 51 76 03 27;02 51 76 12 05;www.nouvelles-frontieres.fr;;;;
NDV;BOILORIS/JET TOURS/THOMAS COOK VOYAGES;;34, av. de l'Opéra;;75002;PARIS;opera@boiloris.com;01 47 42 06 92;01 47 42 57 02;;;;;
